Country,Popularity,Title,Artist,Release_date,danceability,energy,tempo,release_date,year,month
USA,132.2,ribbon in the sky,Rod Wave,2020-04-03,0.412,0.738,80.375,2020-04-03,2020,4
USA,744.45,excitement,Trippie Redd - PARTYNEXTDOOR,2020-10-30,0.443,0.536,121.967,2020-10-30,2020,10
USA,65.60000000000001,cant feel my legs,Don Toliver,2020-03-13,0.703,0.653,140.04399999999998,2020-03-13,2020,3
USA,15.2,can’t decide,Aminé,2020-08-07,0.746,0.6579999999999999,97,2020-08-07,2020,8
USA,35.2,the birthday party,The 1975,2020-02-19,0.639,0.468,134.077,2020-02-19,2020,2
USA,61.6,heartless - vapor wave remix,The Weeknd - Lil Uzi Vert - DaHeala,2020-04-03,0.59,0.7240000000000001,75.024,2020-04-03,2020,4
USA,21.6,wake up dead,T-Pain - Chris Brown,2020-04-24,0.469,0.413,100.959,2020-04-24,2020,4
USA,191.75,the voice,Lil Durk,2020-09-04,0.534,0.8190000000000001,116.632,2020-09-04,2020,9
USA,132.15,catch the sun - from queen & slim: the soundtrack,Lil Baby,2020-02-28,0.466,0.653,82.463,2020-02-28,2020,2
USA,401.6,whole lotta choppas,Sada Baby,2020-08-14,0.926,0.762,127.931,2020-08-14,2020,8
USA,41.6,lexiis outro,Kehlani,2020-05-08,0.623,0.669,92.409,2020-05-08,2020,5
USA,252.4,little things,Louis The Child - Quinn XCII - Chelsea Cutler,2020-04-03,0.622,0.636,82.962,2020-04-03,2020,4
USA,28.8,heat waves,Glass Animals,2020-06-29,0.7609999999999999,0.525,80.87,2020-06-29,2020,6
USA,58.40000000000001,baggin,Marshmello - 42 Dugg,2020-09-02,0.78,0.528,155.95,2020-09-02,2020,9
USA,963.9999999999997,24,Money Man,2020-03-02,0.8420000000000001,0.715,126.021,2020-03-02,2020,3
USA,21.6,"always, ill care",Jeremy Zucker,2020-02-07,0.784,0.278,105.034,2020-02-07,2020,2
USA,48.8,compensating,Aminé - Young Thug,2020-07-06,0.867,0.616,98.017,2020-07-06,2020,7
USA,3.2,streets dont love you,A Boogie Wit da Hoodie,2020-02-14,0.5489999999999999,0.456,117.284,2020-02-14,2020,2
USA,113.6,it might be time,Tame Impala,2020-02-14,0.585,0.7809999999999999,115.946,2020-02-14,2020,2
USA,113,by yourself,Ty Dolla $ign - Jhené Aiko - Mustard,2020-10-23,0.7709999999999999,0.526,104.036,2020-10-23,2020,10
USA,4.800000000000002,invincible,Pop Smoke,2020-02-07,0.5479999999999999,0.732,142.791,2020-02-07,2020,2
USA,530.75,sleepy hollow,Trippie Redd,2020-10-30,0.735,0.662,87.999,2020-10-30,2020,10
USA,45.6,overdose,NAV,2020-05-08,0.927,0.72,100.005,2020-05-08,2020,5
USA,231.2,by yourself,Ty Dolla $ign - Jhené Aiko - Mustard,2020-10-16,0.757,0.536,103.931,2020-10-16,2020,10
USA,61.6,i cant breathe,H.E.R.,2020-06-19,0.703,0.705,138.227,2020-06-19,2020,6
USA,65.60000000000001,paranoia,Pop Smoke - Gunna - Young Thug,2020-07-20,0.568,0.6459999999999999,143.877,2020-07-20,2020,7
USA,247.2,you were good to me,Jeremy Zucker - Chelsea Cutler,2020-04-17,0.469,0.08,101.238,2020-04-17,2020,4
